subj_id = s119
ROI_name = SEPT09_MVPA_MASK
data_imgs_to_use =raw_filenames_s8mm_wa.mat
TR_weights = 0           0         0.5         0.5           0           0
classification:Hits vs. CRs
Number of Trials Per Bin: 129
flags.perform_second_round_of_zscoring = 1
flags.remove_mvpa_outlier_trials (std dev) = 0
flags.remove_artdetect_outlier_trials (std dev) = 1
flags.artdetect_motion_thresh = 7
flags.artdetect_global_signal_thresh = 5
Number of biased iterations = 0
penalty param = 1


1.0000	0.8648	 129	0.7829	0.7886	0.7983	0.8091	0.8454	0.8608	0.8729	0.8750	0.8839	0.8803	0.8837	0.9060	0.9135	0.9451	0.9615	0.9538	0.9808	1.0000	1.0000	1.0000		0.2791	0.3488	0.3721	0.4264	0.4341	0.4419	0.4574	0.4651	0.4729	0.4961	0.5271	0.5271	0.5426	0.5504	0.5736	0.5969	0.6124	0.6279	0.6434	0.6434	0.6512	0.6512	0.6589	0.6589	0.6589	0.6589	0.6667	0.6822	0.6822	0.6899	0.7054	0.7209	0.7364	0.7364	0.7364	0.7442	0.7519	0.7674	0.7829	0.7829	0.7829	0.7829	0.7907	0.7907	0.7907	0.7907	0.8062	0.8140	0.8217	0.8217	0.8295	0.8450	0.8450	0.8450	0.8527	0.8682	0.8837	0.8992	0.9070	0.9070	0.9147	0.9147	0.9147	0.9147	0.9225	0.9380	0.9380	0.9380	0.9380	0.9457	0.9457	0.9457	0.9535	0.9535	0.9690	0.9767	0.9845	0.9922	1.0000	1.0000		0.0233	0.0310	0.0543	0.0620	0.0775	0.0775	0.0775	0.0775	0.0853	0.0853	0.0930	0.1008	0.1008	0.1085	0.1085	0.1163	0.1240	0.1240	0.1318	0.1318	0.1318	0.1395	0.1395	0.1473	0.1550	0.1628	0.1705	0.1705	0.1783	0.1860	0.2016	0.2016	0.2016	0.2093	0.2093	0.2171	0.2171	0.2171	0.2171	0.2171	0.2248	0.2248	0.2248	0.2248	0.2326	0.2326	0.2326	0.2326	0.2481	0.2558	0.2558	0.2713	0.2868	0.2868	0.2946	0.3023	0.3023	0.3023	0.3178	0.3178	0.3178	0.3333	0.3411	0.3411	0.3488	0.3566	0.3876	0.4109	0.4341	0.4496	0.4806	0.4961	0.5039	0.5349	0.5581	0.5814	0.6279	0.6822	0.7984	1.0000		0.7829	0.7917	0.7965	0.8113	0.8586	0.8804	0.8916	0.8974	0.9041	0.8955	0.9180	0.9474	0.9592	0.9783	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000		0.2171	0.2143	0.2000	0.1930	0.1667	0.1569	0.1429	0.1444	0.1341	0.1333	0.1471	0.1333	0.1273	0.0889	0.0789	0.1034	0.0455	0.0000	0.0000	0.0000	
2.0000	0.8387	 129	0.7597	0.7602	0.7768	0.7773	0.7826	0.7990	0.8508	0.8512	0.8645	0.8662	0.8682	0.8889	0.9327	0.9560	0.9615	0.9538	0.9423	0.9744	0.9615	1.0000		0.2326	0.3256	0.3488	0.3876	0.4031	0.4109	0.4341	0.4496	0.4729	0.4961	0.5194	0.5271	0.5349	0.5581	0.5581	0.5581	0.5581	0.5581	0.5659	0.5659	0.5736	0.5814	0.5891	0.5969	0.6124	0.6202	0.6357	0.6434	0.6667	0.7054	0.7054	0.7054	0.7054	0.7054	0.7209	0.7364	0.7519	0.7519	0.7597	0.7674	0.7674	0.7674	0.7674	0.7674	0.7752	0.7752	0.7829	0.7829	0.7829	0.7984	0.7984	0.7984	0.7984	0.8140	0.8140	0.8140	0.8140	0.8217	0.8372	0.8450	0.8527	0.8605	0.8760	0.8837	0.9070	0.9070	0.9070	0.9070	0.9070	0.9225	0.9302	0.9302	0.9380	0.9457	0.9535	0.9690	0.9845	0.9845	0.9922	1.0000		0.0155	0.0155	0.0310	0.0620	0.0853	0.0853	0.0853	0.0930	0.0930	0.0930	0.1085	0.1085	0.1163	0.1163	0.1240	0.1318	0.1473	0.1473	0.1473	0.1473	0.1473	0.1628	0.1705	0.1860	0.1860	0.1938	0.1938	0.1938	0.2016	0.2016	0.2016	0.2016	0.2093	0.2248	0.2248	0.2326	0.2403	0.2403	0.2403	0.2481	0.2558	0.2713	0.2868	0.2868	0.2868	0.2868	0.2868	0.2946	0.2946	0.3023	0.3023	0.3023	0.3023	0.3178	0.3178	0.3178	0.3256	0.3256	0.3411	0.3566	0.3643	0.3643	0.3643	0.3643	0.3643	0.3721	0.3721	0.3798	0.3953	0.4109	0.4341	0.4419	0.4806	0.5039	0.5349	0.5814	0.6357	0.7054	0.8450	1.0000		0.7674	0.7661	0.7778	0.7714	0.7576	0.7849	0.8571	0.8553	0.8714	0.8750	0.8966	0.9259	0.9600	0.9565	0.9767	0.9714	0.9677	1.0000	1.0000	1.0000		0.2481	0.2459	0.2241	0.2174	0.1944	0.1881	0.1546	0.1522	0.1412	0.1410	0.1549	0.1429	0.0926	0.0444	0.0571	0.0667	0.0952	0.0588	0.0714	0.0000	
3.0000	0.8667	 129	0.7829	0.7967	0.8069	0.8227	0.8406	0.8557	0.8619	0.8690	0.8774	0.9014	0.8992	0.8974	0.9135	0.9341	0.9359	0.9538	0.9808	1.0000	1.0000	1.0000		0.2481	0.3488	0.3643	0.3953	0.4109	0.4341	0.4496	0.4651	0.4651	0.4651	0.4961	0.5116	0.5271	0.5271	0.5581	0.5736	0.5891	0.5891	0.5969	0.6047	0.6279	0.6434	0.6512	0.6589	0.6667	0.6667	0.6667	0.6667	0.6744	0.6899	0.6899	0.7054	0.7054	0.7287	0.7442	0.7442	0.7519	0.7674	0.7674	0.7752	0.7752	0.7907	0.8062	0.8062	0.8062	0.8140	0.8140	0.8140	0.8217	0.8372	0.8450	0.8450	0.8450	0.8450	0.8682	0.8760	0.8837	0.8837	0.8992	0.8992	0.8992	0.8992	0.9070	0.9147	0.9225	0.9225	0.9302	0.9302	0.9457	0.9457	0.9612	0.9612	0.9612	0.9690	0.9767	0.9767	0.9845	0.9845	0.9922	1.0000		0.0078	0.0233	0.0465	0.0465	0.0620	0.0698	0.0698	0.0698	0.0698	0.0698	0.0775	0.0775	0.0775	0.0853	0.0930	0.0930	0.1008	0.1008	0.1085	0.1163	0.1240	0.1240	0.1240	0.1318	0.1318	0.1395	0.1473	0.1550	0.1550	0.1628	0.1628	0.1628	0.1628	0.1628	0.1860	0.1860	0.1860	0.1938	0.2016	0.2093	0.2248	0.2248	0.2326	0.2326	0.2326	0.2326	0.2403	0.2481	0.2636	0.2636	0.2636	0.2636	0.2713	0.2946	0.3023	0.3101	0.3178	0.3256	0.3333	0.3411	0.3411	0.3643	0.3798	0.3798	0.3798	0.4031	0.4264	0.4419	0.4496	0.4574	0.4729	0.4961	0.5116	0.5349	0.6047	0.6124	0.6667	0.7132	0.7907	1.0000		0.7752	0.7886	0.7913	0.8113	0.8416	0.8602	0.8636	0.8734	0.8784	0.9231	0.9333	0.9464	0.9434	0.9583	0.9524	0.9722	1.0000	1.0000	1.0000	1.0000		0.2093	0.1951	0.1780	0.1667	0.1604	0.1485	0.1398	0.1348	0.1235	0.1169	0.1304	0.1475	0.1176	0.0930	0.0833	0.0690	0.0400	0.0000	0.0000	0.0000	
4.0000	0.8686	 129	0.7829	0.7927	0.8112	0.8227	0.8357	0.8557	0.8785	0.8869	0.9161	0.9225	0.9225	0.9231	0.9231	0.9341	0.9359	0.9231	0.9038	0.9744	0.9615	1.0000		0.2171	0.3178	0.3876	0.4419	0.4496	0.4884	0.5194	0.5426	0.5581	0.5659	0.5814	0.5969	0.6047	0.6279	0.6434	0.6434	0.6512	0.6512	0.6512	0.6589	0.6667	0.6667	0.6822	0.6822	0.6822	0.7054	0.7209	0.7209	0.7287	0.7364	0.7442	0.7442	0.7519	0.7519	0.7519	0.7597	0.7597	0.7597	0.7597	0.7674	0.7674	0.7752	0.7829	0.7829	0.7907	0.8062	0.8140	0.8140	0.8140	0.8295	0.8295	0.8295	0.8372	0.8450	0.8605	0.8682	0.8682	0.8682	0.8682	0.8837	0.8837	0.8915	0.8915	0.8992	0.9147	0.9225	0.9225	0.9225	0.9302	0.9380	0.9457	0.9612	0.9690	0.9767	0.9767	0.9767	0.9767	0.9845	0.9845	1.0000		0.0233	0.0310	0.0388	0.0465	0.0543	0.0543	0.0543	0.0543	0.0620	0.0698	0.0775	0.0853	0.0930	0.0930	0.1008	0.1008	0.1008	0.1008	0.1008	0.1008	0.1085	0.1163	0.1395	0.1395	0.1395	0.1395	0.1473	0.1550	0.1550	0.1705	0.1705	0.1860	0.1860	0.1860	0.1860	0.1860	0.1860	0.1938	0.2016	0.2016	0.2171	0.2171	0.2171	0.2403	0.2481	0.2481	0.2481	0.2558	0.2558	0.2713	0.2791	0.2946	0.2946	0.3101	0.3256	0.3256	0.3256	0.3411	0.3488	0.3566	0.3643	0.3721	0.3953	0.3953	0.4031	0.4109	0.4109	0.4186	0.4186	0.4264	0.4341	0.4806	0.5426	0.5581	0.5581	0.5969	0.6434	0.6977	0.7984	1.0000		0.7674	0.7840	0.8120	0.8198	0.8350	0.8485	0.8925	0.8929	0.9211	0.9452	0.9538	0.9492	0.9434	0.9556	0.9474	0.9375	0.9259	1.0000	1.0000	1.0000		0.2016	0.1983	0.1897	0.1743	0.1635	0.1368	0.1364	0.1190	0.0886	0.1014	0.1094	0.1034	0.0980	0.0870	0.0750	0.0909	0.1200	0.0526	0.0714	0.0000	
5.0000	0.8659	 129	0.7674	0.7886	0.7940	0.8182	0.8309	0.8402	0.8674	0.8810	0.8903	0.8944	0.8992	0.9145	0.9327	0.9451	0.9487	0.9846	0.9808	1.0000	1.0000	1.0000		0.2791	0.3566	0.3798	0.4341	0.4419	0.4651	0.4884	0.4961	0.5116	0.5271	0.5349	0.5504	0.5504	0.5581	0.5736	0.5891	0.5891	0.6047	0.6047	0.6279	0.6589	0.6589	0.6744	0.6744	0.6744	0.6822	0.7054	0.7054	0.7132	0.7209	0.7364	0.7364	0.7442	0.7442	0.7674	0.7674	0.7674	0.7674	0.7674	0.7674	0.7674	0.7752	0.7907	0.7907	0.7907	0.7907	0.7984	0.7984	0.7984	0.7984	0.8140	0.8140	0.8372	0.8450	0.8527	0.8605	0.8605	0.8605	0.8605	0.8605	0.8837	0.8915	0.8915	0.8992	0.9070	0.9147	0.9147	0.9225	0.9302	0.9302	0.9535	0.9535	0.9612	0.9612	0.9690	0.9767	0.9922	0.9922	1.0000	1.0000		0.0078	0.0233	0.0388	0.0620	0.0620	0.0620	0.0620	0.0698	0.0698	0.0698	0.0698	0.0698	0.0698	0.0775	0.0853	0.0930	0.1008	0.1240	0.1318	0.1318	0.1318	0.1318	0.1395	0.1473	0.1473	0.1550	0.1550	0.1705	0.1705	0.1705	0.1860	0.1860	0.1938	0.1938	0.1938	0.2016	0.2326	0.2326	0.2326	0.2326	0.2326	0.2403	0.2403	0.2558	0.2636	0.2636	0.2713	0.2713	0.2713	0.2791	0.2868	0.2868	0.2946	0.2946	0.3023	0.3101	0.3178	0.3256	0.3411	0.3411	0.3411	0.3488	0.3488	0.3643	0.3643	0.3798	0.3953	0.4109	0.4341	0.4496	0.4651	0.4884	0.5194	0.5349	0.5581	0.5969	0.6667	0.7209	0.7752	1.0000		0.7674	0.7857	0.7815	0.8165	0.8252	0.8478	0.8621	0.8659	0.8947	0.9143	0.9206	0.9655	0.9623	0.9792	0.9756	1.0000	1.0000	1.0000	1.0000	1.0000		0.2326	0.2083	0.1930	0.1802	0.1635	0.1667	0.1277	0.1047	0.1139	0.1250	0.1212	0.1356	0.0980	0.0930	0.0811	0.0333	0.0400	0.0000	0.0000	0.0000	
6.0000	0.8581	 129	0.7752	0.7846	0.8069	0.8136	0.8164	0.8351	0.8508	0.8571	0.8839	0.8803	0.9070	0.9145	0.9231	0.9451	0.9615	0.9846	0.9808	0.9744	0.9615	1.0000		0.2403	0.3411	0.4031	0.4264	0.4496	0.4651	0.4729	0.4806	0.5194	0.5194	0.5271	0.5349	0.5426	0.5659	0.5736	0.5969	0.6124	0.6279	0.6357	0.6357	0.6357	0.6434	0.6589	0.6667	0.6899	0.6977	0.6977	0.6977	0.6977	0.6977	0.6977	0.7132	0.7209	0.7209	0.7287	0.7287	0.7364	0.7442	0.7519	0.7597	0.7674	0.7674	0.7674	0.7674	0.7752	0.7752	0.7907	0.7907	0.7907	0.8140	0.8217	0.8217	0.8295	0.8450	0.8527	0.8527	0.8527	0.8605	0.8605	0.8605	0.8760	0.8992	0.9070	0.9070	0.9147	0.9147	0.9147	0.9147	0.9147	0.9302	0.9302	0.9380	0.9380	0.9380	0.9535	0.9535	0.9612	0.9767	1.0000	1.0000		0.0078	0.0155	0.0233	0.0310	0.0543	0.0698	0.0698	0.0775	0.0853	0.0930	0.1085	0.1240	0.1240	0.1240	0.1240	0.1628	0.1628	0.1628	0.1628	0.1628	0.1628	0.1705	0.1705	0.1705	0.1705	0.1705	0.1705	0.1705	0.1705	0.1705	0.1783	0.1783	0.1860	0.1938	0.1938	0.2016	0.2016	0.2016	0.2093	0.2093	0.2171	0.2171	0.2171	0.2248	0.2248	0.2248	0.2248	0.2248	0.2403	0.2403	0.2636	0.2713	0.2713	0.2713	0.2868	0.2946	0.3023	0.3023	0.3101	0.3101	0.3256	0.3256	0.3256	0.3333	0.3333	0.3411	0.3643	0.3953	0.4031	0.4109	0.4341	0.4651	0.4806	0.5116	0.5426	0.6047	0.6589	0.6899	0.7829	1.0000		0.7597	0.7623	0.7965	0.8208	0.8283	0.8736	0.8659	0.8701	0.8904	0.8824	0.9062	0.9032	0.9123	0.9375	0.9756	1.0000	1.0000	1.0000	1.0000	1.0000		0.2093	0.1935	0.1833	0.1930	0.1944	0.1963	0.1616	0.1538	0.1220	0.1216	0.0923	0.0727	0.0638	0.0465	0.0541	0.0323	0.0400	0.0500	0.0769	0.0000	
7.0000	0.8559	 129	0.7558	0.7602	0.7768	0.7955	0.8213	0.8351	0.8508	0.8750	0.8710	0.8944	0.9147	0.9145	0.9423	0.9560	0.9487	0.9692	0.9615	1.0000	1.0000	1.0000		0.1938	0.2868	0.3566	0.3953	0.4341	0.4651	0.4884	0.5194	0.5194	0.5349	0.5581	0.5581	0.5736	0.5814	0.6047	0.6047	0.6047	0.6047	0.6124	0.6124	0.6124	0.6202	0.6279	0.6357	0.6434	0.6512	0.6589	0.6667	0.6667	0.6744	0.6744	0.6822	0.6899	0.6977	0.7054	0.7132	0.7287	0.7287	0.7287	0.7364	0.7364	0.7364	0.7364	0.7442	0.7442	0.7442	0.7597	0.7597	0.7597	0.7674	0.7829	0.7829	0.7829	0.7907	0.8062	0.8140	0.8217	0.8372	0.8450	0.8450	0.8527	0.8527	0.8605	0.8682	0.8915	0.8992	0.9070	0.9147	0.9380	0.9457	0.9457	0.9535	0.9690	0.9767	0.9845	0.9922	1.0000	1.0000	1.0000	1.0000		0.0155	0.0310	0.0388	0.0698	0.0698	0.0698	0.0853	0.0853	0.1008	0.1008	0.1008	0.1085	0.1163	0.1163	0.1163	0.1163	0.1240	0.1240	0.1240	0.1240	0.1240	0.1240	0.1240	0.1240	0.1395	0.1473	0.1550	0.1705	0.1783	0.1938	0.1938	0.2016	0.2016	0.2093	0.2093	0.2093	0.2093	0.2171	0.2171	0.2248	0.2248	0.2326	0.2326	0.2326	0.2481	0.2481	0.2558	0.2636	0.2636	0.2636	0.2636	0.2868	0.2868	0.2946	0.2946	0.3023	0.3023	0.3023	0.3023	0.3023	0.3023	0.3178	0.3333	0.3488	0.3721	0.3798	0.3876	0.3876	0.4031	0.4109	0.4574	0.4806	0.5039	0.5194	0.5349	0.5736	0.6202	0.6822	0.7829	1.0000		0.7364	0.7317	0.7478	0.7636	0.7921	0.8211	0.8621	0.8974	0.9054	0.9403	0.9667	0.9811	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000		0.2248	0.2114	0.1949	0.1727	0.1509	0.1515	0.1596	0.1444	0.1605	0.1467	0.1304	0.1406	0.1091	0.0816	0.0976	0.0556	0.0741	0.0000	0.0000	0.0000	
8.0000	0.8731	 129	0.7713	0.7927	0.8069	0.8136	0.8357	0.8557	0.8729	0.8929	0.9097	0.9225	0.9302	0.9402	0.9423	0.9341	0.9615	0.9692	1.0000	1.0000	1.0000	1.0000		0.2558	0.3178	0.3876	0.3953	0.4264	0.4496	0.4806	0.4961	0.4961	0.5349	0.5426	0.5504	0.5659	0.5659	0.5736	0.5891	0.6047	0.6124	0.6202	0.6279	0.6279	0.6357	0.6434	0.6667	0.6667	0.6667	0.6744	0.6744	0.6744	0.6744	0.7132	0.7132	0.7209	0.7287	0.7364	0.7442	0.7674	0.7674	0.7674	0.7752	0.7752	0.7907	0.8062	0.8140	0.8140	0.8217	0.8295	0.8372	0.8450	0.8450	0.8527	0.8527	0.8605	0.8682	0.8760	0.8837	0.8915	0.8992	0.9070	0.9147	0.9225	0.9225	0.9302	0.9302	0.9380	0.9457	0.9535	0.9535	0.9535	0.9535	0.9690	0.9690	0.9690	0.9767	0.9767	0.9767	0.9767	0.9767	0.9922	1.0000		0.0078	0.0233	0.0310	0.0310	0.0310	0.0465	0.0543	0.0543	0.0620	0.0620	0.0620	0.0775	0.0853	0.0853	0.0930	0.1008	0.1163	0.1163	0.1318	0.1318	0.1473	0.1473	0.1473	0.1550	0.1550	0.1550	0.1628	0.1705	0.1705	0.1783	0.1783	0.1783	0.1860	0.2016	0.2016	0.2016	0.2093	0.2171	0.2248	0.2326	0.2403	0.2403	0.2403	0.2403	0.2403	0.2558	0.2558	0.2558	0.2636	0.2713	0.2791	0.2868	0.3023	0.3023	0.3023	0.3178	0.3256	0.3333	0.3333	0.3333	0.3411	0.3488	0.3566	0.3643	0.3876	0.4031	0.4109	0.4341	0.4341	0.4419	0.4651	0.4806	0.5039	0.5349	0.5426	0.5581	0.5891	0.6589	0.7674	1.0000		0.7752	0.8017	0.8142	0.8208	0.8515	0.8791	0.8941	0.9125	0.9200	0.9412	0.9516	0.9455	0.9412	0.9318	0.9487	0.9706	1.0000	1.0000	1.0000	1.0000		0.2326	0.2160	0.2000	0.1930	0.1792	0.1650	0.1458	0.1250	0.1000	0.0946	0.0896	0.0645	0.0566	0.0638	0.0256	0.0323	0.0000	0.0000	0.0000	0.0000	
9.0000	0.8717	 129	0.7752	0.7927	0.8197	0.8318	0.8357	0.8505	0.8674	0.8690	0.8839	0.9085	0.9147	0.9316	0.9519	0.9560	0.9487	0.9538	1.0000	1.0000	1.0000	1.0000		0.2326	0.2946	0.4186	0.4651	0.4651	0.4884	0.5039	0.5271	0.5349	0.5426	0.5581	0.5736	0.5814	0.6047	0.6279	0.6357	0.6434	0.6434	0.6667	0.6667	0.6744	0.6822	0.6822	0.6822	0.6822	0.6822	0.6899	0.6977	0.7054	0.7054	0.7209	0.7442	0.7519	0.7519	0.7597	0.7597	0.7674	0.7674	0.7674	0.7674	0.7752	0.7752	0.7984	0.7984	0.8140	0.8372	0.8372	0.8372	0.8450	0.8527	0.8682	0.8682	0.8682	0.8682	0.8760	0.8760	0.8760	0.8760	0.8760	0.8915	0.9070	0.9070	0.9070	0.9070	0.9147	0.9225	0.9225	0.9380	0.9380	0.9380	0.9457	0.9535	0.9535	0.9535	0.9535	0.9690	0.9845	0.9845	0.9922	1.0000		0.0155	0.0155	0.0233	0.0388	0.0388	0.0543	0.0698	0.0775	0.0853	0.0930	0.0930	0.0930	0.0930	0.1008	0.1008	0.1008	0.1008	0.1318	0.1318	0.1395	0.1473	0.1473	0.1473	0.1473	0.1473	0.1550	0.1550	0.1550	0.1550	0.1550	0.1628	0.1628	0.1705	0.1860	0.1860	0.1938	0.1938	0.2016	0.2093	0.2171	0.2403	0.2403	0.2481	0.2481	0.2558	0.2558	0.2558	0.2558	0.2636	0.2636	0.2713	0.2791	0.2791	0.2868	0.2868	0.3023	0.3101	0.3178	0.3333	0.3643	0.3643	0.3643	0.3798	0.3953	0.3953	0.4031	0.4186	0.4419	0.4419	0.4574	0.4729	0.4806	0.4806	0.4961	0.5581	0.5891	0.6434	0.7054	0.7752	1.0000		0.7674	0.7903	0.8190	0.8411	0.8529	0.8737	0.8791	0.8810	0.9079	0.9130	0.9091	0.9355	0.9643	0.9592	0.9474	0.9697	1.0000	1.0000	1.0000	1.0000		0.2171	0.2049	0.1795	0.1770	0.1810	0.1717	0.1444	0.1429	0.1392	0.0959	0.0794	0.0727	0.0625	0.0476	0.0500	0.0625	0.0000	0.0000	0.0000	0.0000	
10.0000	0.8602	 129	0.7713	0.7886	0.7897	0.8000	0.8116	0.8299	0.8564	0.8869	0.9032	0.9014	0.9147	0.9231	0.9327	0.9341	0.9359	0.9538	0.9615	0.9744	1.0000	1.0000		0.2791	0.3488	0.4031	0.4341	0.4574	0.4961	0.5039	0.5271	0.5349	0.5426	0.5504	0.5581	0.5581	0.5659	0.5814	0.5891	0.5891	0.5891	0.6047	0.6047	0.6202	0.6202	0.6202	0.6434	0.6434	0.6434	0.6589	0.6744	0.6899	0.6977	0.7054	0.7287	0.7364	0.7442	0.7442	0.7442	0.7442	0.7519	0.7519	0.7519	0.7674	0.7752	0.7752	0.7752	0.7752	0.7829	0.7829	0.7829	0.7907	0.7984	0.7984	0.7984	0.8062	0.8062	0.8062	0.8140	0.8295	0.8372	0.8372	0.8450	0.8527	0.8682	0.8760	0.8837	0.8992	0.8992	0.9070	0.9070	0.9147	0.9302	0.9380	0.9457	0.9457	0.9457	0.9457	0.9612	0.9690	0.9767	0.9845	1.0000		0.0078	0.0233	0.0388	0.0465	0.0543	0.0543	0.0543	0.0543	0.0543	0.0620	0.0620	0.0620	0.0698	0.0853	0.1008	0.1085	0.1163	0.1240	0.1240	0.1318	0.1318	0.1318	0.1395	0.1395	0.1473	0.1473	0.1473	0.1550	0.1705	0.1783	0.1783	0.1860	0.1860	0.1860	0.1860	0.1860	0.1938	0.1938	0.2093	0.2093	0.2093	0.2171	0.2171	0.2403	0.2403	0.2481	0.2636	0.2713	0.2713	0.2791	0.2868	0.2946	0.2946	0.2946	0.2946	0.2946	0.3023	0.3178	0.3178	0.3256	0.3333	0.3488	0.3488	0.3488	0.3643	0.3798	0.3876	0.3953	0.4109	0.4186	0.4496	0.4651	0.4806	0.4961	0.5116	0.5504	0.5969	0.6822	0.7752	1.0000		0.7519	0.7742	0.7778	0.7727	0.7921	0.8191	0.8506	0.8675	0.8961	0.9000	0.9206	0.9286	0.9259	0.9375	0.9524	0.9444	0.9655	1.0000	1.0000	1.0000		0.2093	0.1967	0.1983	0.1727	0.1698	0.1600	0.1383	0.0941	0.0897	0.0972	0.0909	0.0820	0.0600	0.0698	0.0833	0.0345	0.0435	0.0625	0.0000	0.0000	
